team_id,team_name,ladder_score,last_submission
16639871,Gauthier Avite,2615.7,2026-08-05 03:15:22.730000
16623836,awarse,2613.7,2026-08-05 01:06:58.860000
16625060,Subin An,2608.7,2026-08-05 01:57:47.653000
16623603,Renji Starfall,2607.9,2026-08-03 20:11:25.806000
16653855,Klgv Klgv,2604.0,2026-08-03 16:55:51.816000
16627799,navazsh fathi,2598.8,2026-08-03 18:09:36.196000
16654322,Debatreya Biswas,2597.2,2026-08-03 18:04:48.703000
16626655,Surya milenial,2596.4,2026-08-05 02:12:47.153000
16654669,Jordi Corbilla,2596.2,2026-08-03 19:33:00.093000
16655704,heinado,2588.0,2026-08-04 06:46:00.523000
16654153,"Mateus Cruz, Msc.",2585.7,2026-08-03 17:44:02.136000
16644578,Chloe,2583.8,2026-08-05 04:07:49.650000
16622376,fmind,2583.4,2026-08-03 15:27:42.106000
16654006,Harish Dhanarajan,2582.9,2026-08-03 17:23:50.320000
16621497,Victor @ Tufa Labs,2577.8,2026-08-04 13:18:30.980000
16635062,DL,2572.3,2026-08-03 21:15:12.893000
16623635,HiroyukiSasaki,2568.3,2026-08-04 07:59:22.116000
16622919,Waffle,2566.1,2026-08-05 02:20:19.320000
16661739,Spandan Mhapsekar,2563.2,2026-08-04 16:33:10.690000
16660041,Hoàng Quốc Việt ,2561.7,2026-08-05 02:28:06.820000
16644481,Liquidus,2560.2,2026-08-04 01:21:11.866000
16621481,zero waste,2555.5,2026-08-04 07:21:59.216000
16632867,Rayk Kretzschmar,2552.8,2026-08-05 03:42:53.876000
16622319,Roman Tamrazov 52,2552.6,2026-08-04 07:01:18.330000
16650701,Oliver Wang,2546.3,2026-08-03 16:17:36.830000
16631460,Kosuke.T,2539.8,2026-08-04 21:22:16.523000
16657825,MilanJoshi,2530.5,2026-08-04 15:38:57.850000
16627032,Kaito Fukami,2524.9,2026-08-05 02:13:39.573000
16658109,edward1503,2520.3,2026-08-05 02:25:43.880000
16654091,webmaking,2511.7,2026-08-04 21:32:46.840000
16623381,cocoaAI,2511.0,2026-08-05 01:30:34.056000
16630142,zawawannko,2506.2,2026-08-05 03:16:49.583000
16632493,oni chan arigato,2500.3,2026-08-04 15:15:00.900000
16632694,8ct10nz,2495.8,2026-08-04 12:02:49.683000
16632579,ZZfancy,2495.8,2026-08-04 13:26:56.093000
16623559,DECEM,2492.0,2026-08-05 03:43:52.836000
16635280,Narendra Sirvi,2490.8,2026-08-05 04:29:37.153000
16621735,VN-Orion,2489.5,2026-08-03 08:39:21.186000
16660037,shehai.lrs,2471.7,2026-08-05 00:36:36.473000
16660613,今日洗头明日香,2469.8,2026-08-05 03:29:27.583000
16623398,Tony Li,2454.3,2026-08-04 23:11:09.160000
16635238,Tai Tien Ta,2454.1,2026-08-04 02:30:44.356000
16632055,Bugra0,2452.4,2026-08-03 22:44:42.020000
16655335,Justus,2450.2,2026-08-05 00:00:11.076000
16654381,Dmitry Belan,2442.1,2026-08-04 16:41:50.730000
16659727,shuaiqiyang,2438.5,2026-08-05 01:43:29.226000
16622482,Veniamin Nelin,2428.2,2026-08-04 19:40:18.993000
16640880,wenyuan Guo,2426.9,2026-08-04 16:31:42.746000
16635969,Omkar Kadam,2426.9,2026-08-04 15:36:44.063000
16623805,Howon Kang,2425.2,2026-08-04 01:54:59.843000
16623451,Ueddy,2419.6,2026-08-05 03:03:56.536000
16621355,Raiden.B,2419.2,2026-08-05 04:30:14.643000
16655712,Smart Manoj,2418.5,2026-08-04 01:55:13.643000
16626462,mango,2414.0,2026-08-04 01:06:57.330000
16655952,Tianfu Wang (王天夫),2412.8,2026-08-04 10:23:08.726000
16633944,Toru59er,2411.5,2026-08-04 13:31:59.913000
16634143,manual player,2408.4,2026-08-05 02:59:50.073000
16663271,Malyshev Danil,2405.5,2026-08-04 20:01:12.486000
16642207,Nerijus Areska,2405.0,2026-08-04 00:01:32.006000
16659081,JALKARNA GAUTAM,2404.7,2026-08-04 15:29:36.660000
16630441,yjhv buddies,2403.5,2026-08-04 15:17:00.116000
16656503,Thiago Munhoz da Nóbrega,2400.6,2026-08-04 20:47:37.050000
16658616,Amitesh Chaudhary,2393.9,2026-08-04 19:11:26.333000
16636148,SanggeunParrk,2393.4,2026-08-05 04:04:32.313000
16661362,BEETRiX🦋,2386.9,2026-08-04 23:17:17.300000
16623665,Giba,2385.6,2026-08-03 15:22:03.956000
16657449,Тимофей Мартыщенко,2385.3,2026-08-04 22:33:08.750000
16657594,Wojciech Krasowski,2382.0,2026-08-05 04:07:12.623000
16631978,batuhan kalem,2368.6,2026-08-02 22:12:00.300000
16652630,stars_w,2366.1,2026-08-03 12:30:15.696000
16641884,Blacklions.,2363.9,2026-08-03 10:31:07.820000
16653208,FabienDaniel,2363.3,2026-08-04 10:16:06.726000
16662496,KhalidKhan,2353.3,2026-08-04 17:29:32.096000
16652560,Ahmed Samir,2348.6,2026-08-03 12:15:01.133000
16634952,Igor Zharov,2346.0,2026-08-04 17:40:21.276000
16657803,Arya Mazloomi,2345.0,2026-08-04 22:51:25.710000
16633190,Gigrise,2344.9,2026-08-03 19:44:20.573000
16635744,XDang13,2336.4,2026-08-04 19:30:33.143000
16627600,Nat00,2336.3,2026-08-04 09:22:43.080000
16621168,FOYSAL,2332.3,2026-08-04 02:39:53.803000
16624979,Mohamed abdelrazik,2321.3,2026-08-05 05:19:09.333000
16655789,wen chong yu,2318.1,2026-08-05 03:40:06.160000
16634078,yoho kumedayo,2317.1,2026-08-04 22:53:46.920000
16637241,M4nd4l0r14n,2314.8,2026-08-04 11:53:31.973000
16634312,Linh Le,2314.0,2026-08-04 15:52:17.943000
16644221,Guzha Panashe H,2313.7,2026-08-03 11:56:01.633000
16634752,Praise the SHOVEL,2312.1,2026-08-03 16:16:28.200000
16623608,Dmitry Larko,2309.3,2026-08-04 21:19:02.476000
16623199,Jesse Ferguson,2307.3,2026-08-05 00:04:22.986000
16655315,SL,2306.9,2026-08-03 23:09:21.756000
16660395,ljx59141421,2303.2,2026-08-04 12:18:27.736000
16655534,Charles Mills,2301.8,2026-08-04 23:35:48.193000
16621315,Reyhan Ksatria,2300.2,2026-08-05 05:19:14.646000
16622454,automatylicza,2293.4,2026-08-04 20:47:52.300000
16623034,Vlad Kochetov,2287.2,2026-08-03 03:28:34.540000
16621741,Andrey Naymushin,2277.2,2026-08-04 10:43:07.803000
16651244,Knight of Favonius,2276.2,2026-08-03 16:52:23.783000
16660824,Stitch Clarity,2263.5,2026-08-04 15:27:53.410000
16654783,quantara.cv,2248.4,2026-08-05 04:55:49.483000
16657091,raw2clean,2247.1,2026-08-05 03:06:27.963000
16624977,Avikumar93801,2242.7,2026-08-04 11:41:58.916000
16656345,sunchang71,2242.5,2026-08-04 10:12:45.860000
16644643,today,2240.4,2026-08-03 14:43:03.233000
16655179,Dimas Ibnu Muthi,2235.4,2026-08-04 22:40:04.370000
16655501,Savko,2230.4,2026-08-05 02:41:13.403000
16656941,Winter Lamb,2224.1,2026-08-05 04:38:12.170000
16655493,TheDigitalCK,2221.9,2026-08-05 03:08:35.056000
16661010,Dante Dyches-Chandler,2217.1,2026-08-05 04:36:09.390000
16654662,2/3 rounded to two decimals,2213.2,2026-08-05 03:21:46.366000
16650396,RaymondZhao0304,2200.1,2026-08-04 00:39:30.660000
16634128,ZechHuang,2200.0,2026-08-04 13:06:42.266000
16630964,LEEKANG,2199.2,2026-08-03 14:10:21.746000
16641326,IY,2199.1,2026-08-05 04:27:43.116000
16662910,shoryakumar mishra,2191.4,2026-08-04 21:21:54.773000
16624484,Tomoki Hirose,2184.3,2026-08-03 11:56:38.626000
16630713,Grzegorz Sionkowski,2180.7,2026-08-03 19:57:39.826000
16653984,Howard Lyu,2179.7,2026-08-04 20:28:09.886000
16624893,GURU Prasaatha S,2178.6,2026-08-04 14:14:05.816000
16663899,Abdelrahman Aboegela,2175.0,2026-08-05 00:41:07.750000
16633226,test_money,2172.2,2026-08-05 04:15:35.963000
16623691,KevlarZanderChi,2171.9,2026-08-04 08:58:58.073000
16644774,lungjyuanz,2165.7,2026-08-04 09:23:19.836000
16630804,Emre Cirak,2164.8,2026-08-04 06:44:08.330000
16623716,tetsuya,2164.5,2026-08-03 06:33:46.783000
16637987,Xander,2160.5,2026-08-04 10:41:19.596000
16632516,Jiachen Li,2154.0,2026-08-04 12:41:52.420000
16633793,adakoda,2153.4,2026-08-04 21:49:14.363000
16626217,Stanislav Chistyakov,2151.8,2026-08-04 21:51:26.516000
16632262,Milkomeda,2151.0,2026-08-03 05:09:15.020000
16621163,johndeere,2133.4,2026-08-04 11:42:10.053000
16626814,Vu Tran Hoang,2131.7,2026-08-03 15:22:07.386000
16623875,Pavlo Ivanin,2131.5,2026-08-04 00:54:05.833000
16655277,GUAM,2119.1,2026-08-05 04:21:41.966000
16634174,phibkro,2111.2,2026-08-03 10:40:13.796000
16662872,Artem Garbart,2111.2,2026-08-05 01:41:16.173000
16635781,wacata,2106.7,2026-08-03 17:36:08.203000
16658173,Tamizharuvi,2105.7,2026-08-04 20:08:55.090000
16654832,mohit,2099.1,2026-08-05 00:00:37.636000
16656170,Chakrabhuana V  Deva,2097.4,2026-08-04 13:28:05.603000
16634432,Kin,2092.9,2026-08-05 04:23:11.646000
16657429,xiao cat q,2088.2,2026-08-04 10:56:10.280000
16623459,Peng Wang,2087.6,2026-08-05 04:13:37.210000
16624026,Russell Kirk,2079.6,2026-08-03 23:47:30.566000
16641548,Devaansh Pathak,2079.1,2026-08-05 04:33:31.893000
16658044,Roshan Singh,2078.1,2026-08-05 03:32:09.743000
16625908,trantrikien239,2075.0,2026-08-05 04:28:26.006000
16644702,cracker_1_war,2074.7,2026-08-04 23:54:19.030000
16658185,Juwon Kweon,2070.1,2026-08-05 04:48:50.620000
16621515,Alexander Gremyakov,2068.2,2026-08-04 01:25:19.410000
16635747,Jeki Wan Taufik,2059.6,2026-08-05 03:58:23.076000
16654081,Aleksei Ponomarev,2057.3,2026-08-04 23:40:00.823000
16661410,tmxdlr,2050.5,2026-08-05 01:53:43.053000
16630516,Seb (allegedly),2050.1,2026-08-05 02:04:02.583000
16657077,_LT_zyc,2050.0,2026-08-05 01:01:42.443000
16662946,uzair,2039.9,2026-08-04 18:40:46.960000
16626332,MD. Nazmus Sakib Anik,2036.8,2026-08-03 19:48:33.820000
16624056,Raggriculture,2034.0,2026-08-03 13:34:15.826000
16653982,Arul Prasad S P,2029.7,2026-08-04 04:13:03.563000
16663694,Dimitri ZABRE,2018.0,2026-08-05 02:42:45.660000
16634213,kkunizaw,2017.5,2026-08-03 20:47:58.630000
16657785,Himanshu Kumar,2013.7,2026-08-04 18:06:43.253000
16641982,ZotAZaw3,2012.5,2026-08-05 02:59:46.500000
16639496,Sai Teja Bandaru,2008.8,2026-08-04 12:32:35.383000
16654373,thwaitsusa2,2001.5,2026-08-05 04:38:24.713000
16659467,AlexMoura2023,2001.2,2026-08-05 00:00:05.256000
16652900,cjen07,1987.8,2026-08-04 13:09:33.233000
16654742,Aastik Rajan15,1982.3,2026-08-05 02:13:57.726000
16641372,ShoaibSSM,1982.0,2026-08-04 14:09:19.890000
16659761,cheng-han,1980.8,2026-08-05 00:08:53.626000
16623540,TheDuck,1978.4,2026-08-03 23:46:14.723000
16657094,irynavs,1978.3,2026-08-05 04:20:57.680000
16634082,Mikey Marszewski,1977.7,2026-08-03 03:32:13.323000
16655632,Dmitry Kozlov,1976.5,2026-08-04 03:24:59.500000
16657395,Uchechukwu Ajuzieogu,1972.7,2026-08-04 08:04:14.106000
16659776,Ben Hamilton,1969.7,2026-08-04 20:08:34.473000
16662121,Indar Karhana,1966.2,2026-08-05 03:22:43.276000
16641138,Bharath Varma,1965.8,2026-08-05 01:27:12.026000
16662896,Adrian Dubois,1964.1,2026-08-05 03:10:39.163000
16641751,Hikari_30,1959.8,2026-08-03 04:54:23.416000
16661019,lmq,1955.6,2026-08-04 14:47:23.910000
16622835,Max Manushin,1954.8,2026-08-02 21:38:11.436000
16642579,Desyat IO,1954.5,2026-08-04 22:22:34.736000
16655296,peeta pit,1952.4,2026-08-04 04:26:33.750000
16635159,Abdulsamad,1950.8,2026-08-04 08:57:09.580000
16657861,Liao Zixu,1947.4,2026-08-05 00:50:38.430000
16627472,CloverFarm,1945.0,2026-08-03 10:40:16.290000
16628727,dominyellow,1943.2,2026-08-04 11:44:21.143000
16638375,Tran H Hoang,1937.2,2026-08-04 13:13:03.970000
16623592,Jack,1930.2,2026-08-02 21:00:20.486000
16621590,Yaroslav,1929.8,2026-08-05 01:08:25.316000
16661229,Gena,1927.2,2026-08-04 15:18:42.920000
16657989,vishnu gopal P,1917.9,2026-08-04 12:09:35.956000
16640785,syouya tobita,1915.4,2026-08-05 01:23:13.436000
16658384,Claudesewitz,1911.0,2026-08-05 05:14:21.733000
16623298,Mikhail_Komkin,1908.6,2026-08-02 20:14:28.756000
16644185,Mimic Mohsin,1905.1,2026-08-02 18:38:46.450000
16664761,Udit Jain #2,1901.7,2026-08-05 04:19:59.496000
16621294,dpquoc,1900.9,2026-08-03 04:42:52.003000
16660046,Ikki Katsuyama,1894.6,2026-08-04 15:03:46.250000
16656399,CROW,1889.2,2026-08-05 01:49:44.863000
16633688,Ryo,1887.8,2026-08-03 18:45:27
16656118,Mutte1904,1877.7,2026-08-05 03:37:14.730000
16635067,Berat Egemen Gök,1870.3,2026-08-04 18:19:37.410000
16662161,Touhidul Alam Seyam,1866.9,2026-08-04 19:16:47.500000
16655766,Locked In CS Kids,1863.8,2026-08-05 01:27:59.746000
16657817,rohith sai midigudla,1860.2,2026-08-04 18:59:54.186000
16644390,Manan Gupta,1859.5,2026-08-05 03:48:44.686000
16630015,webcainiao,1853.6,2026-08-05 01:35:13.890000
16624088,Pomiro,1852.7,2026-08-04 11:13:18.863000
16627194,GzmCR632,1850.8,2026-08-05 02:07:14.983000
16659435,Zerabyte_X,1850.3,2026-08-04 09:52:16.896000
16658562,mashBrian254,1839.0,2026-08-04 10:48:33.156000
16656931,premsivasai ,1834.8,2026-08-05 01:30:53.180000
16655396,Tesla1AC,1834.5,2026-08-05 01:26:10.090000
16654715,Aqib Raza,1832.1,2026-08-03 19:37:30.586000
16663929,Erman Man,1831.8,2026-08-05 04:38:02.896000
16635745,João Victor,1831.8,2026-08-05 03:23:37.650000
16631016,木下陽平,1831.0,2026-08-04 14:59:35.990000
16624571,Baidalin Adilzhan [dsml.kz],1829.9,2026-08-03 05:51:36.433000
16655596,Bela,1828.9,2026-08-04 01:18:06.290000
16657294,Ragul M,1826.8,2026-08-04 07:08:51.180000
16660853,lxh unbound,1825.6,2026-08-05 00:02:02.726000
16623798,RuiKimura4,1824.7,2026-08-05 05:01:14.610000
16632240,Deepseek的恩情还不完,1823.2,2026-08-02 17:23:11.440000
16654585,David Pedersen,1815.6,2026-08-05 03:16:39.423000
16623458,datnt114,1809.8,2026-08-04 14:59:56.656000
16652339,Mohamed Amine Rebhi,1807.5,2026-08-03 16:03:07.483000
16623812,SeshuRaju 🧘‍♂️,1805.8,2026-08-05 04:50:55.840000
16654158,Md. Hamid Hosen,1805.7,2026-08-05 02:06:32.923000
16659215,Zhizhou Sha,1798.1,2026-08-05 00:01:59.253000
16658038,Khanh,1797.7,2026-08-05 02:30:38.496000
16657774,SepWar,1791.7,2026-08-04 07:17:42.330000
16654419,kreiack,1785.8,2026-08-05 02:58:07.230000
16635314,Aurora wy,1779.7,2026-08-05 04:59:27.793000
16663175,Anaconda,1778.3,2026-08-05 02:47:22.340000
16657628,Hamo,1778.3,2026-08-04 20:33:31.886000
16652741,Sergi Bas,1778.0,2026-08-04 12:06:18.453000
16655559,Fajri Yanuar Shiddiq Juanda,1776.7,2026-08-04 06:49:55.590000
16622034,Aryan Yadav,1773.9,2026-08-04 17:49:01.393000
16621709,smlcr,1773.7,2026-08-04 19:35:19.660000
16642570,Mathurin Ache,1772.2,2026-08-04 13:17:09.620000
16630323,kaggricultureomnidimensionalut,1770.5,2026-08-04 12:47:42.986000
16655294,Mobzya,1768.1,2026-08-04 21:27:13.033000
16630312,beijijun,1766.0,2026-08-02 23:48:32.933000
16638557,Araik Tamazian,1760.0,2026-08-04 07:39:16.736000
16623485,XtraLearning,1756.3,2026-08-05 02:09:44.623000
16661670,sansm1,1751.7,2026-08-04 16:54:59.090000
16623990,senkin13,1750.2,2026-08-05 02:28:41.810000
16656444,christopher athans crow,1747.8,2026-08-05 00:08:13.976000
16623020,Muhandro,1742.9,2026-08-02 21:16:30.406000
16640540,QYQ1693,1742.7,2026-08-05 03:53:20.510000
16652175,Lucas Boesen,1741.9,2026-08-04 09:01:56.420000
16655076,Tita Kongolo,1739.1,2026-08-04 17:38:53.056000
16639155,Arturo Gutiérrez Aguilar,1738.8,2026-08-04 16:08:19.040000
16654403,Skibidi Six Seven,1738.4,2026-08-05 02:14:52.563000
16637973,StephenNedumpally,1735.9,2026-08-03 15:05:50.640000
16643095,ckyasb,1734.3,2026-08-03 13:53:04.323000
16642154,Burkina_team_mate,1732.5,2026-08-03 16:53:51.280000
16629983,Amundsen,1728.8,2026-08-04 17:20:32.953000
16659883,Ahmad Hfdx5,1723.4,2026-08-05 03:33:48.863000
16664400,Boruiyang21,1720.3,2026-08-05 04:50:13.486000
16656171,ishu,1718.8,2026-08-04 03:27:45.656000
16651088,ych~sun,1718.7,2026-08-04 09:20:10.503000
16659676,Light,1715.5,2026-08-05 03:07:39.380000
16655379,Ikeda0516,1711.8,2026-08-04 11:06:50.686000
16644882,SAMOILOV MIKHAIL,1710.0,2026-08-03 02:10:04.473000
16624934,Haramball forever!,1699.6,2026-08-04 15:26:51.586000
16652451,JackGong,1697.6,2026-08-03 11:32:11.706000
16659555,Joseph Adamski,1697.4,2026-08-05 00:06:39.090000
16655693,DePie,1694.4,2026-08-04 07:54:31.070000
16644566,Guangjian Dong,1693.0,2026-08-02 23:59:18.960000
16633709,kitory Yeah やきとり,1692.5,2026-08-04 22:48:27.900000
16653262,tianwen zhang1,1691.3,2026-08-05 03:22:43.660000
16634654,unknown,1684.5,2026-08-05 04:05:32.160000
16629699,radiant-allomancer,1678.1,2026-08-03 03:43:17.430000
16658852,Chhaya Awasthi,1673.2,2026-08-04 09:37:05.463000
16640388,SANNNNN,1669.0,2026-08-03 18:41:38.786000
16647192,Sailor Ren,1668.6,2026-08-05 03:29:40.370000
16656296,Fususu,1668.2,2026-08-04 04:02:59.710000
16631752,Junichiro Morita,1667.0,2026-08-04 15:05:08.620000
16625856,takai380,1665.4,2026-08-03 04:36:29.050000
16655190,Will Rice,1649.8,2026-08-04 21:57:09.983000
16633083,bsenst,1648.0,2026-08-03 06:35:30.496000
16656990,NALLA SUMANG,1647.0,2026-08-04 06:22:22.456000
16651052,lty,1644.4,2026-08-05 02:25:20.710000
16657957,Mounika Kommireddy,1640.0,2026-08-04 17:01:23.183000
16650018,EiMengLove,1634.9,2026-08-05 03:19:51.256000
16654235,Mwanza Wambua,1629.4,2026-08-04 09:35:14.746000
16639241,Alissa King,1626.5,2026-08-04 05:05:30.153000
16658801,Thuc Nguyen Dang 111,1622.3,2026-08-05 03:45:39.056000
16660152,LIH.YUN,1611.6,2026-08-04 14:11:44.600000
16633341,Hak,1609.7,2026-08-05 00:01:15.176000
16641489,suminshim,1589.8,2026-08-03 06:24:39.013000
16651792,LX,1589.8,2026-08-03 10:56:50.793000
16651613,Devin Zhou,1580.8,2026-08-05 02:27:36.856000
16641169,boatlee,1579.2,2026-08-05 05:19:46.920000
16624651,Zihao Zeng,1573.4,2026-08-03 00:46:30.576000
16632138,kaggle_bbgg,1567.8,2026-08-04 15:01:37.520000
16659972,Pelamovic ,1564.5,2026-08-04 16:12:45.660000
16655877,Harish K,1560.7,2026-08-04 17:46:26.500000
16656337,Prashant Kikani,1553.8,2026-08-04 04:03:37.696000
16628664,Anton Tikhonov,1553.8,2026-08-04 21:50:27.266000
16635029,Oleg Melnik,1552.2,2026-08-04 18:01:52.330000
16651257,PursueML,1544.9,2026-08-03 09:34:56.950000
16637519,Temprao,1543.3,2026-08-03 12:16:43.746000
16654122,Peter Thompson,1541.3,2026-08-05 01:42:16.683000
16660091,bcTiann,1532.9,2026-08-05 05:08:55.860000
16622032,Raunak Dey,1531.6,2026-08-04 11:43:39.026000
16663264,Adarsh,1529.5,2026-08-04 20:21:47.513000
16624645,MistaHobbist,1526.0,2026-08-03 01:22:09.146000
16633808,mmath2,1522.9,2026-08-05 03:01:16.676000
16638804,Anhad Mahajan,1521.8,2026-08-04 11:51:54.186000
16622937,Sheep 🐑,1518.6,2026-08-02 12:12:36.923000
16621075,Octavi Grau,1518.6,2026-08-04 10:18:58.936000
16651804,Bocen Li,1515.0,2026-08-04 06:24:05.296000
16661899,AAI,1510.6,2026-08-04 21:00:57.390000
16632006,Adwait Tagalpallewar,1502.0,2026-08-03 16:29:09.736000
16623988,Charismatic Pizza Party🍕,1502.0,2026-08-04 11:46:57.266000
16652827,Rob C,1498.3,2026-08-04 07:25:20.986000
16633790,curiosity,1493.6,2026-08-05 05:19:35.600000
16653093,willam wu,1492.6,2026-08-03 15:03:01.746000
16630797,"Seok, Jeongeum",1491.1,2026-08-04 12:23:19.680000
16646679,tong00,1485.1,2026-08-05 05:05:26.230000
16660215,Mazga,1482.4,2026-08-05 04:28:31.760000
16644160,Saravana Rajan B,1479.2,2026-08-03 05:14:00.260000
16626093,Pilkwang Kim,1477.3,2026-08-05 02:32:21.173000
16651331,Mohamed Saeed,1475.8,2026-08-04 18:29:50.836000
16662940,The Coder Geek Squad Leader,1472.6,2026-08-04 18:42:06.596000
16633096,anvai_agents,1470.4,2026-08-04 17:59:27.476000
16644565,Suda,1457.1,2026-08-04 17:21:42.516000
16643554,Arnie Jimenez,1456.3,2026-08-04 15:00:21.073000
16651180,yangyefd,1455.8,2026-08-03 08:42:57.403000
16639570,Vishesh Banna,1452.6,2026-08-04 05:37:32.453000
16622939,Kamal Das,1452.4,2026-08-04 18:51:55.493000
16663214,Mathieu W,1444.4,2026-08-04 19:32:58.210000
16657316,Jason xu sk,1443.7,2026-08-05 04:00:50.540000
16631261,Monster,1436.5,2026-08-04 15:46:32.796000
16631536,kglctf,1433.7,2026-08-05 03:04:05.430000
16661376,YERMES AMINE,1427.0,2026-08-04 14:13:45.306000
16658261,Manan Khanna,1409.3,2026-08-04 07:41:27.943000
16625082,真的懒,1406.1,2026-08-03 09:47:50.116000
16649313,Jiajun HAN,1394.2,2026-08-04 12:20:49.816000
16623745,chunluran,1393.1,2026-08-05 04:36:08.413000
16632686,strike,1387.5,2026-08-05 04:50:47.256000
16637597,venks,1381.9,2026-08-02 03:23:29.076000
16655519,CurveCowboy,1381.2,2026-08-05 01:31:22.320000
16624309,jjamppongmandu,1379.8,2026-08-05 05:15:15.063000
16653958,seowoohyeon,1375.8,2026-08-04 17:18:47.066000
16632201,neurlog,1375.3,2026-08-02 17:54:37.103000
16632097,PavelLiashkov,1370.8,2026-08-04 12:32:38.176000
16622330,hiroshi murakami,1367.7,2026-08-04 08:56:51.816000
16639520,Cary Jin,1364.7,2026-08-04 20:43:25.476000
16655582,Yang Jinneng,1362.5,2026-08-04 01:07:27.923000
16662176,jorge fabian avila,1361.4,2026-08-04 16:32:07.033000
16623389,Mominul Islam Hemal,1355.3,2026-08-02 11:23:03.200000
16634022,Cihan Atak,1352.6,2026-08-02 16:00:43.380000
16622760,yunus_bayram_kagle,1352.1,2026-08-04 07:49:00.510000
16651833,Hồ Khánh Duy,1345.2,2026-08-04 09:48:39.330000
16655187,cmxu,1338.2,2026-08-04 19:44:20.133000
16622487,Sam kramer_1028,1336.6,2026-08-03 10:12:17.183000
16649994,Tanaka Ai24,1336.5,2026-08-04 05:45:30.470000
16643922,Konstantin03,1336.4,2026-08-03 12:21:40.796000
16622312,Malak Reda,1335.4,2026-08-03 09:02:41.506000
16626272,ömer kiraz,1333.8,2026-08-04 20:35:48.156000
16623749,Tejas,1330.6,2026-08-03 11:08:10.116000
16664300,swajay nandanwade,1322.4,2026-08-05 04:57:10.300000
16653122,Wei_Chance,1321.9,2026-08-04 05:49:44.626000
16652986,Justin Kimlim,1316.6,2026-08-04 21:24:01.876000
