episode_id,create_time,end_time,type,state,sub_0,team_0,bank_0,rating_0,sub_1,team_1,bank_1,rating_1
89006909,2026-07-30T17:33:06.408973200Z,2026-07-30T17:34:29.144397800Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115733,16621519,44,509.63939629899136,55115367,16621153,419,690.3606037010086
89006914,2026-07-30T17:34:36.857899500Z,2026-07-30T17:35:48.880872600Z,EPISODE_TYPE_VALIDATION,COMPLETED,55115818,16621163,27932,600,55115818,16621163,27932,600
89006916,2026-07-30T17:35:01.314960100Z,2026-07-30T17:36:16.033049700Z,EPISODE_TYPE_VALIDATION,COMPLETED,55115827,16621290,3514,600,55115827,16621290,3447,600
89007360,2026-07-30T17:37:05.501073400Z,2026-07-30T17:37:59.115727Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115536,16621515,20404,509.63939629899136,55115388,16621402,38514,690.3606037010086
89007361,2026-07-30T17:38:02.182029800Z,2026-07-30T17:39:15.532343500Z,EPISODE_TYPE_VALIDATION,COMPLETED,55115877,16621367,20469,600,55115877,16621367,22081,600
89007807,2026-07-30T17:41:04.504666300Z,2026-07-30T17:41:56.539687600Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115641,16621519,2300,509.63939629899136,55115877,16621367,21662,690.3606037010086
89007813,2026-07-30T17:42:37.182943100Z,2026-07-30T17:43:45.253056500Z,EPISODE_TYPE_VALIDATION,COMPLETED,55115974,16621153,6517,600,55115974,16621153,7058,600
89007853,2026-07-30T17:44:51.295106500Z,2026-07-30T17:46:04.120720Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116010,16621168,30641,600,55116010,16621168,31848,600
89008254,2026-07-30T17:45:04.466654800Z,2026-07-30T17:45:53.037935500Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115536,16621515,21529,446.2266859339308,55115818,16621163,32455,674.112736730531
89008697,2026-07-30T17:49:08.722762200Z,2026-07-30T17:50:56.491911300Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115827,16621290,4625,509.63939629899136,55116010,16621168,29182,690.3606037010086
89008699,2026-07-30T17:49:32.071238100Z,2026-07-30T17:50:28.762222Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116096,16621716,6952,600,55116096,16621716,12894,600
89009154,2026-07-30T17:56:46.307005700Z,2026-07-30T17:57:51.484445600Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115974,16621153,17545,525.887263269469,55115608,16621168,27602,753.7733140660691
89009207,2026-07-30T17:57:16.322656200Z,2026-07-30T17:58:32.352497600Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116223,16622032,27698,600,55116223,16622032,27698,600
89009657,2026-07-30T18:00:08.929301200Z,2026-07-30T18:01:46.449711900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115827,16621290,4961,446.2266859339308,55116096,16621716,12970,674.112736730531
89010550,2026-07-30T18:08:07.093650500Z,2026-07-30T18:09:06.396769200Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115827,16621290,5616,400.60426172949036,55116223,16622032,48979,663.1452238123743
89010551,2026-07-30T18:08:59.906040600Z,2026-07-30T18:09:52.007833400Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116457,16621770,200,600,55116457,16621770,200,600
89010553,2026-07-30T18:09:53.047624Z,2026-07-30T18:10:55.725891800Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116475,16621367,30528,600,55116475,16621367,28132,600
89010999,2026-07-30T18:12:10.175765900Z,2026-07-30T18:13:06.538950600Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116523,16621294,37371,600,55116523,16621294,37371,600
89011010,2026-07-30T18:15:13.477433Z,2026-07-30T18:16:23.848497300Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116580,16621355,73156,600,55116580,16621355,77048,600
89011450,2026-07-30T18:16:11.847513300Z,2026-07-30T18:17:21.284054Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115388,16621402,49111,753.7733140660691,55116457,16621770,50,525.887263269469
89011451,2026-07-30T18:16:43.898575800Z,2026-07-30T18:17:38.225937100Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116607,16622097,3000,600,55116607,16622097,3000,600
89011452,2026-07-30T18:16:48.928447900Z,2026-07-30T18:17:44.936462900Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116608,16622251,3000,600,55116608,16622251,3000,600
89011459,2026-07-30T18:19:34.273858400Z,2026-07-30T18:20:32.310916700Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116669,16621515,29252,600,55116669,16621515,29041,600
89011460,2026-07-30T18:19:45.996738600Z,2026-07-30T18:21:01.036966800Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116676,16621770,3000,600,55116676,16621770,3000,600
89011899,2026-07-30T18:20:07.420299200Z,2026-07-30T18:21:09.206815700Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116475,16621367,19696,525.887263269469,55116285,16621355,102791,753.7733140660691
89011900,2026-07-30T18:20:30.453934100Z,2026-07-30T18:21:47.061930Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116691,16621802,37622,600,55116691,16621802,39056,600
89011902,2026-07-30T18:21:44.851437100Z,2026-07-30T18:22:51.707772Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116715,16622097,3000,600,55116715,16622097,3000,600
89012344,2026-07-30T18:24:07.129585700Z,2026-07-30T18:25:27.693144700Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116580,16621355,100643,690.3606037010086,55116523,16621294,25824,509.63939629899136
89012350,2026-07-30T18:27:11.343663Z,2026-07-30T18:28:18.344117900Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116804,16621355,73156,600,55116804,16621355,77048,600
89012792,2026-07-30T18:28:06.731169900Z,2026-07-30T18:29:01.309684900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115318,16621290,3784,753.7733140660691,55116607,16622097,3000,525.887263269469
89012835,2026-07-30T18:31:56.179756400Z,2026-07-30T18:33:35.909843900Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116892,16622097,3321,600,55116892,16622097,3321,600
89013236,2026-07-30T18:32:06.312004300Z,2026-07-30T18:33:51.233036500Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116010,16621168,35388,753.7733140660691,55116608,16622251,3000,525.887263269469
89013246,2026-07-30T18:35:05.916935700Z,2026-07-30T18:35:58.074845Z,EPISODE_TYPE_VALIDATION,COMPLETED,55116962,16621811,3361,600,55116962,16621811,3361,600
89013685,2026-07-30T18:36:09.843813600Z,2026-07-30T18:37:29.948438Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116669,16621515,45802,677.2854196225901,55116608,16622251,3000,459.75992610489044
89014127,2026-07-30T18:40:06.908965400Z,2026-07-30T18:40:59.067850200Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116676,16621770,3000,509.63939629899136,55116962,16621811,3384,690.3606037010086
89014129,2026-07-30T18:42:14.226324Z,2026-07-30T18:43:24.539517100Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117088,16622312,5418,600,55117088,16622312,2405,600
89014132,2026-07-30T18:42:41.528812500Z,2026-07-30T18:43:57.152951400Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117099,16621515,29252,600,55117099,16621515,29041,600
89014574,2026-07-30T18:44:06.750029200Z,2026-07-30T18:45:01.536935400Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116457,16621770,200,459.75992610489044,55116691,16621802,66787,677.2854196225901
89015023,2026-07-30T18:48:07.512589400Z,2026-07-30T18:49:12.562223800Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116715,16622097,3000,509.63939629899136,55116804,16621355,119070,690.3606037010086
89015463,2026-07-30T18:52:06.918431100Z,2026-07-30T18:53:28.965128900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116892,16622097,3348,712.6601182087786,55115367,16621153,706,593.9657900586224
89015468,2026-07-30T18:53:12.456253500Z,2026-07-30T18:54:26.702045800Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117263,16621515,29252,600,55117263,16621515,29041,600
89015470,2026-07-30T18:53:48.654277500Z,2026-07-30T18:54:43.456838500Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117274,16621811,3361,600,55117274,16621811,3361,600
89015471,2026-07-30T18:54:11.413057600Z,2026-07-30T18:55:04.788079700Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117284,16622422,6247,600,55117284,16622422,6247,600
89015472,2026-07-30T18:55:14.969726100Z,2026-07-30T18:56:27.984082100Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117304,16622420,5657,600,55117304,16622420,5657,600
89015911,2026-07-30T18:56:08.355090500Z,2026-07-30T18:56:58.906839600Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115318,16621290,3994,817.1211438781028,55116892,16622097,3346,637.6400671597526
89015912,2026-07-30T18:57:00.408119200Z,2026-07-30T18:58:23.721345500Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117334,16622420,5800,600,55117334,16622420,5768,600
89015915,2026-07-30T18:57:54.672947500Z,2026-07-30T18:59:23.621191300Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117347,16622198,37443,600,55117347,16622198,37985,600
89016359,2026-07-30T19:00:07.571777100Z,2026-07-30T19:01:47.491316700Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117395,16621153,6728,600,55117395,16621153,7403,600
89016360,2026-07-30T19:00:08.573783600Z,2026-07-30T19:01:57.335839900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117088,16622312,1584,525.887263269469,55116580,16621355,108623,753.7733140660691
89016361,2026-07-30T19:00:08.574939900Z,2026-07-30T19:01:35.593167200Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117347,16622198,37999,690.3606037010086,55117099,16621515,32970,509.63939629899136
89016375,2026-07-30T19:02:57.414042500Z,2026-07-30T19:04:08.804644200Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117461,16622487,4102,600,55117461,16622487,3717,600
89016817,2026-07-30T19:04:07.711869300Z,2026-07-30T19:05:06.563519700Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117274,16621811,3375,487.3398817912213,55117304,16622420,6570,606.0342099413776
89016818,2026-07-30T19:04:07.711448500Z,2026-07-30T19:05:05.221232900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117263,16621515,46830,690.3606037010086,55117304,16622420,6501,509.63939629899136
89016824,2026-07-30T19:06:28.561865100Z,2026-07-30T19:07:27.960220100Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117529,16622319,26561,600,55117529,16622319,27065,600
89017266,2026-07-30T19:08:06.762155100Z,2026-07-30T19:09:16.535889400Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117334,16622420,5831,522.7145803774099,55116096,16621716,10263,740.2400738951096
89017267,2026-07-30T19:08:06.762437800Z,2026-07-30T19:09:23.047855900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117529,16622319,35811,690.3606037010086,55117284,16622422,6101,509.63939629899136
89017268,2026-07-30T19:08:51.461540400Z,2026-07-30T19:10:14.388969800Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117565,16621523,15706,600,55117565,16621523,15706,600
89017279,2026-07-30T19:10:58.189076800Z,2026-07-30T19:11:54.673259100Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117599,16622487,6062,600,55117599,16622487,6791,600
89017721,2026-07-30T19:12:06.697638800Z,2026-07-30T19:13:43.262602100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117395,16621153,16548,522.7145803774099,55115818,16621163,20519,740.2400738951096
89017722,2026-07-30T19:12:06.697669900Z,2026-07-30T19:13:23.902326400Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115641,16621519,2300,446.2266859339308,55117461,16622487,8969,674.112736730531
89017723,2026-07-30T19:12:06.699233Z,2026-07-30T19:13:55.124844800Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117565,16621523,43069,807.348899430378,55115877,16621367,16255,688.4627432018668
89017724,2026-07-30T19:12:06.701686800Z,2026-07-30T19:13:38.581507500Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116962,16621811,3334,593.9657900586224,55117565,16621523,51705,712.6601182087786
89017725,2026-07-30T19:12:06.702491Z,2026-07-30T19:13:46.817365300Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117599,16622487,7832,663.1452238123743,55115641,16621519,2300,400.60426172949036
89017726,2026-07-30T19:12:06.702648600Z,2026-07-30T19:13:57.034886500Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117304,16622420,6381,549.5403765071769,55116804,16621355,105582,757.2637680361477
89017727,2026-07-30T19:12:06.700856800Z,2026-07-30T19:13:44.909247200Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115877,16621367,20407,768.4190843941012,55117461,16622487,10089,596.0542560374383
89018168,2026-07-30T19:16:08.824933Z,2026-07-30T19:17:36.272052100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117347,16622198,42702,824.6353635450987,55116096,16621716,12129,631.1979811837507
89018169,2026-07-30T19:16:08.825472400Z,2026-07-30T19:17:34.995234700Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115818,16621163,28857,661.3374848741871,55117263,16621515,30058,783.8014725328796
89018170,2026-07-30T19:16:08.826125600Z,2026-07-30T19:17:33.558198600Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117529,16622319,36130,742.2692387431704,55117334,16622420,6483,470.8059453352481
89018171,2026-07-30T19:16:08.827128700Z,2026-07-30T19:17:27.542911100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116096,16621716,11324,679.8229193088387,55117565,16621523,33778,867.7660540166489
89018172,2026-07-30T19:16:08.829365500Z,2026-07-30T19:17:22.954446600Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116223,16622032,48674,733.2341632413386,55117461,16622487,7871,536.8703159498688
89018173,2026-07-30T19:16:08.829709600Z,2026-07-30T19:17:18.503529600Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116892,16622097,3298,574.053123313082,55116691,16621802,64787,752.5886429150573
89018174,2026-07-30T19:16:08.830707Z,2026-07-30T19:17:09.402509600Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117599,16622487,7166,587.1472181356634,55117347,16622198,44419,766.3586093777195
89018622,2026-07-30T19:20:26.329927100Z,2026-07-30T19:21:51.426135300Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117529,16622319,21143,642.280451852663,55116804,16621355,108122,869.5697562199033
89018623,2026-07-30T19:20:26.330024900Z,2026-07-30T19:21:27.946297400Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115388,16621402,36903,874.6531923801015,55117529,16622319,23174,683.44345200879
89018624,2026-07-30T19:20:26.329916300Z,2026-07-30T19:21:42.502198700Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115318,16621290,3920,759.2439785172563,55117263,16621515,45921,907.972352949335
89018625,2026-07-30T19:20:26.330462300Z,2026-07-30T19:21:24.252488500Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115388,16621402,38444,825.7638529352697,55115608,16621168,34510,681.7827751968686
89018626,2026-07-30T19:20:26.334436200Z,2026-07-30T19:21:41.491222800Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117263,16621515,42158,850.5017052931506,55116010,16621168,26238,687.0730813057982
89018627,2026-07-30T19:20:26.333452800Z,2026-07-30T19:21:47.072201900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116804,16621355,66706,828.4191379421019,55116691,16621802,52842,681.4332730091031
89018628,2026-07-30T19:20:26.340232400Z,2026-07-30T19:21:47.882975800Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117347,16622198,34865,751.8301988874382,55116580,16621355,97709,841.3516390861062
89018631,2026-07-30T19:21:17.899414100Z,2026-07-30T19:22:18.498806600Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117766,16622487,36917,600,55117766,16622487,33367,600
89019077,2026-07-30T19:24:10.095162500Z,2026-07-30T19:25:28.433906600Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116223,16622032,21845,686.1039868539557,55116580,16621355,87552,925.3110374063289
89019078,2026-07-30T19:24:10.095347900Z,2026-07-30T19:25:33.193037Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117263,16621515,31527,956.3666353971664,55117565,16621523,16031,810.0843447526568
89019079,2026-07-30T19:24:10.098115900Z,2026-07-30T19:26:17.212879200Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116804,16621355,102567,909.424008475857,55117347,16622198,33803,713.5047963942518
89019080,2026-07-30T19:24:10.098323300Z,2026-07-30T19:25:27.742349700Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117599,16622487,8090,506.1999003633007,55115974,16621153,34028,621.7496145068086
89019081,2026-07-30T19:24:10.098497200Z,2026-07-30T19:25:09.352338800Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116475,16621367,25181,459.75992610489044,55117766,16622487,47379,677.2854196225901
89019082,2026-07-30T19:24:10.099444800Z,2026-07-30T19:25:36.118989700Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117263,16621515,25866,902.8904491378706,55116580,16621355,93993,980.7465315871215
89019083,2026-07-30T19:24:10.100113100Z,2026-07-30T19:25:16.384538900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116580,16621355,110474,892.1669858668088,55115318,16621290,3830,716.2078039245935
89019125,2026-07-30T19:24:19.261074200Z,2026-07-30T19:25:29.174075800Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117802,16622482,25786,600,55117802,16622482,23315,600
89019130,2026-07-30T19:27:13.535817800Z,2026-07-30T19:28:22.000439900Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117863,16621811,4682,600,55117863,16621811,4493,600
89019569,2026-07-30T19:27:59.315706400Z,2026-07-30T19:29:01.704954800Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117886,16621716,15082,600,55117886,16621716,12461,600
89019570,2026-07-30T19:28:07.805327100Z,2026-07-30T19:29:22.652401300Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117766,16622487,27918,594.2104573085962,55116223,16622032,34912,745.2904850773361
89019571,2026-07-30T19:28:07.805327400Z,2026-07-30T19:29:19.584133200Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117284,16622422,5826,457.7307612568295,55117802,16622482,43109,729.1940546647519
89019572,2026-07-30T19:28:07.805956700Z,2026-07-30T19:29:29.614436Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115388,16621402,27895,921.4137696558872,55117565,16621523,18730,764.3933928385243
89019573,2026-07-30T19:28:07.806922400Z,2026-07-30T19:29:09.088420900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117802,16622482,44445,677.2854196225901,55117088,16622312,3282,459.75992610489044
89019574,2026-07-30T19:28:07.807499700Z,2026-07-30T19:29:14.999509400Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115974,16621153,28924,708.492637815979,55115877,16621367,11512,616.3519772848143
89019575,2026-07-30T19:28:07.808178500Z,2026-07-30T19:29:24.161388800Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116715,16622097,3000,430.98036468694187,55117395,16621153,33861,601.3736119894594
89019576,2026-07-30T19:28:07.809152800Z,2026-07-30T19:29:29.609554500Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115733,16621519,33,415.77243788791645,55117284,16622422,6259,537.014890311707
89019579,2026-07-30T19:31:20.526970300Z,2026-07-30T19:33:09.089839400Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117932,16621219,6087,600,55117932,16621219,6087,600
89019618,2026-07-30T19:31:55.533138400Z,2026-07-30T19:33:59.594580600Z,EPISODE_TYPE_VALIDATION,COMPLETED,55117940,16622842,29252,600,55117940,16622842,29041,600
89020019,2026-07-30T19:32:07.007750800Z,2026-07-30T19:34:12.410010Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117529,16622319,31400,688.175552948064,55117886,16621716,10049,511.73329315814453
89020020,2026-07-30T19:32:07.009198500Z,2026-07-30T19:33:01.917281200Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117863,16621811,4384,504.0397448004626,55117766,16622487,41789,663.541741690262
89020021,2026-07-30T19:32:07.011734200Z,2026-07-30T19:33:08.321762500Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117099,16621515,45163,593.9836789791118,55117599,16622487,7792,446.99255510720445
89020022,2026-07-30T19:32:07.009175500Z,2026-07-30T19:33:25.175515800Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116223,16622032,28130,796.9536127417657,55117802,16622482,22569,657.2579477028146
89020023,2026-07-30T19:32:07.013295100Z,2026-07-30T19:33:26.907333100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117395,16621153,32729,649.1991297308631,55117599,16622487,8022,413.108247003494
89020024,2026-07-30T19:32:07.013214300Z,2026-07-30T19:33:02.770085100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117304,16622420,6829,604.2999714748344,55116676,16621770,3000,432.95052303196786
89020025,2026-07-30T19:32:07.009836500Z,2026-07-30T19:32:59.186832700Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116715,16622097,3000,373.6084639861834,55116523,16621294,42177,577.5824171115678
89020030,2026-07-30T19:35:35.498074900Z,2026-07-30T19:36:55.160237100Z,EPISODE_TYPE_VALIDATION,COMPLETED,55118013,16622482,22306,600,55118013,16622482,23090,600
89020471,2026-07-30T19:36:08.756601500Z,2026-07-30T19:37:07.978845200Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117932,16621219,5666,516.2221403026078,55117802,16622482,43607,707.5921652747525
89020472,2026-07-30T19:36:08.757207700Z,2026-07-30T19:37:32.333765100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117802,16622482,18081,588.6093808696492,55117940,16622842,36176,708.9935822984853
89020473,2026-07-30T19:36:08.758190400Z,2026-07-30T19:37:07.349428100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117274,16621811,3389,410.8140277004878,55117886,16621716,12859,588.259147248878
89020474,2026-07-30T19:36:08.760663200Z,2026-07-30T19:37:09.315095900Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117863,16621811,4453,425.8119360923937,55117284,16622422,6259,591.9451637075006
89020475,2026-07-30T19:36:08.760660Z,2026-07-30T19:37:14.047807400Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117099,16621515,35667,692.3391628249278,55117802,16622482,18152,636.5788734493767
89020476,2026-07-30T19:36:08.761368Z,2026-07-30T19:37:38.407183700Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115974,16621153,27041,759.9704463666782,55116096,16621716,170,586.8095686465687
89020477,2026-07-30T19:36:08.762241500Z,2026-07-30T19:37:29.297423Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117766,16622487,39064,712.4059732672197,55116523,16621294,34363,519.2275953614031
89020921,2026-07-30T19:40:06.584144Z,2026-07-30T19:41:10.007898100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55118013,16622482,38211,696.323872954248,55116096,16621716,7140,543.5699080269821
89020922,2026-07-30T19:40:06.584305500Z,2026-07-30T19:41:05.614823400Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117940,16622842,32890,622.1056337376627,55117347,16622198,37675,757.8724396174404
89020923,2026-07-30T19:40:06.584089900Z,2026-07-30T19:40:53.219717200Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117932,16621219,6099,588.310075644495,55117088,16622312,4758,398.8880099213832
89020924,2026-07-30T19:40:06.585930600Z,2026-07-30T19:41:02.068670Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115733,16621519,1972,371.57411689535104,55117886,16621716,14617,632.4574682414434
89020925,2026-07-30T19:40:06.587200900Z,2026-07-30T19:41:21.223376500Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116010,16621168,28819,633.3304127744918,55117347,16622198,41284,792.4861581210182
89020926,2026-07-30T19:40:06.587615300Z,2026-07-30T19:41:15.104278100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55115877,16621367,20405,573.1761402771849,55117099,16621515,42671,744.1769174429935
89020927,2026-07-30T19:40:06.647204300Z,2026-07-30T19:41:16.050283100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55116804,16621355,79631,960.1291021656673,55117263,16621515,25363,860.9273653400767
89020936,2026-07-30T19:43:25.610631100Z,2026-07-30T19:44:41.856342100Z,EPISODE_TYPE_VALIDATION,COMPLETED,55118157,16622919,34673,600,55118157,16622919,34653,600
89020940,2026-07-30T19:48:05.414483300Z,2026-07-30T19:50:04.280069300Z,EPISODE_TYPE_VALIDATION,COMPLETED,55118227,16621497,62136,600,55118227,16621497,41276,600
89020941,2026-07-30T19:48:42.762751500Z,2026-07-30T19:49:56.942053700Z,EPISODE_TYPE_VALIDATION,COMPLETED,55118239,16621163,35350,600,55118239,16621163,35350,600
89021381,2026-07-30T19:49:30.891867800Z,2026-07-30T19:50:52.614665100Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117529,16622319,13309,628.1562666046405,55118013,16622482,36377,693.4638250813941
89021382,2026-07-30T19:49:30.891967400Z,2026-07-30T19:50:37.381244500Z,EPISODE_TYPE_PUBLIC,COMPLETED,55118013,16622482,16696,598.7447557075413,55118157,16622919,62828,714.0442568259538
89021383,2026-07-30T19:49:30.892969700Z,2026-07-30T19:50:54.094894800Z,EPISODE_TYPE_PUBLIC,COMPLETED,55117940,16622842,29097,566.7810648156167,55118157,16622919,55862,779.5627125822523
