episode_id,seat,final_money,peak_crew,total_hires,first_land_day,elbow_day,tiles_planted,plants_carrot,plants_melon,plants_north,plants_pass,plants_plant,plants_strawberry,plants_tomato,plants_west,plants_wheat,price_carrot_max,price_carrot_min,price_egg_max,price_egg_min,price_fertilizer_max,price_fertilizer_min,price_melon_max,price_melon_min,price_milk_max,price_milk_min,price_strawberry_max,price_strawberry_min,price_tomato_max,price_tomato_min,price_wheat_max,price_wheat_min,price_wool_max,price_wool_min
89012835,0,3321.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,67,50,100,100,293,250,351,160,327,120,101,60,49,25,250,200
89012835,1,3321.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,67,50,100,100,293,250,351,160,327,120,101,60,49,25,250,200
89013236,0,35388.0,5,113,14.0,10.0,94,27,13,0,0,0,3,7,0,44,42,32,76,50,100,100,286,250,340,160,313,120,102,60,49,25,247,200
89013236,1,3000.0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,42,32,76,50,100,100,286,250,340,160,313,120,102,60,49,25,247,200
89013246,0,3361.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,67,50,100,100,293,250,351,160,327,120,101,60,49,25,250,200
89013246,1,3361.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,67,50,100,100,293,250,351,160,327,120,101,60,49,25,250,200
89013685,0,45802.0,7,203,11.0,11.0,125,36,29,0,0,0,5,5,0,50,41,32,67,50,100,100,278,214,368,160,310,120,96,60,47,24,250,200
89013685,1,3000.0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,41,32,67,50,100,100,278,214,368,160,310,120,96,60,47,24,250,200
89014127,0,3000.0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,42,35,65,50,100,100,293,250,347,160,311,120,114,60,50,25,251,200
89014127,1,3384.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,65,50,100,100,293,250,347,160,311,120,114,60,50,25,251,200
89014129,0,5418.0,4,72,3.0,0.0,196,89,0,0,0,0,49,58,0,0,42,31,73,50,100,100,293,250,344,160,326,120,86,60,52,25,246,200
89014129,1,2405.0,4,72,3.0,0.0,590,45,0,0,0,0,106,439,0,0,42,31,73,50,100,100,293,250,344,160,326,120,86,60,52,25,246,200
89014132,0,29252.0,7,203,11.0,0.0,127,34,29,0,0,0,5,5,0,54,41,29,75,50,100,100,278,1,344,160,324,120,97,60,46,25,247,200
89014132,1,29041.0,7,203,11.0,0.0,131,36,29,0,0,0,5,5,0,56,41,29,75,50,100,100,278,1,344,160,324,120,97,60,46,25,247,200
89014574,0,200.0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,42,35,73,50,100,100,278,13,328,160,309,120,94,60,48,25,253,200
89014574,1,66787.0,12,178,10.0,11.0,154,10,41,0,0,0,23,0,0,80,42,35,73,50,100,100,278,13,328,160,309,120,94,60,48,25,253,200
89015023,0,3000.0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,42,32,71,50,100,58,278,212,325,160,279,120,98,60,53,25,250,200
89015023,1,119070.0,10,276,9.0,11.0,133,7,29,0,0,0,48,0,0,49,42,32,71,50,100,58,278,212,325,160,279,120,98,60,53,25,250,200
89015463,0,3348.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,69,50,100,100,293,250,347,160,289,120,109,60,51,25,247,200
89015463,1,706.0,4,107,10.0,0.0,80,0,0,0,0,0,79,1,0,0,42,35,69,50,100,100,293,250,347,160,289,120,109,60,51,25,247,200
89015468,0,29252.0,7,203,11.0,0.0,127,34,29,0,0,0,5,5,0,54,41,29,75,50,100,100,278,1,344,160,324,120,97,60,46,25,247,200
89015468,1,29041.0,7,203,11.0,0.0,131,36,29,0,0,0,5,5,0,56,41,29,75,50,100,100,278,1,344,160,324,120,97,60,46,25,247,200
89015470,0,3361.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,67,50,100,100,293,250,351,160,327,120,101,60,49,25,250,200
89015470,1,3361.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,67,50,100,100,293,250,351,160,327,120,101,60,49,25,250,200
89015471,0,6247.0,0,0,,0.0,2,0,2,0,0,0,0,0,0,0,42,35,67,50,100,100,292,250,351,160,327,120,101,60,50,25,250,200
89015471,1,6247.0,0,0,,0.0,2,0,2,0,0,0,0,0,0,0,42,35,67,50,100,100,292,250,351,160,327,120,101,60,50,25,250,200
89015472,0,5657.0,0,0,,0.0,110,110,0,0,0,0,0,0,0,0,40,28,75,50,100,100,293,250,328,160,330,120,103,60,52,25,250,200
89015472,1,5657.0,0,0,,0.0,110,110,0,0,0,0,0,0,0,0,40,28,75,50,100,100,293,250,328,160,330,120,103,60,52,25,250,200
89015911,0,3994.0,2,60,,0.0,9,0,0,0,0,0,0,9,0,0,42,35,75,50,100,100,293,250,320,160,324,120,100,60,50,25,248,200
89015911,1,3346.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,75,50,100,100,293,250,320,160,324,120,100,60,50,25,248,200
89015912,0,5800.0,0,0,,0.0,112,112,0,0,0,0,0,0,0,0,41,29,75,50,100,100,293,250,332,160,327,120,107,60,52,25,246,200
89015912,1,5768.0,0,0,,0.0,113,113,0,0,0,0,0,0,0,0,41,29,75,50,100,100,293,250,332,160,327,120,107,60,52,25,246,200
89015915,0,37443.0,10,296,0.0,11.0,206,81,17,0,0,0,5,17,0,86,38,23,68,50,100,100,278,173,358,160,300,120,84,60,36,21,250,200
89015915,1,37985.0,10,296,0.0,11.0,205,85,17,0,0,0,5,18,0,80,38,23,68,50,100,100,278,173,358,160,300,120,84,60,36,21,250,200
89016359,0,6728.0,8,192,0.0,0.0,298,179,119,0,0,0,0,0,0,0,41,35,70,50,100,100,277,1,336,160,318,120,96,60,51,25,250,200
89016359,1,7403.0,8,192,0.0,0.0,299,180,119,0,0,0,0,0,0,0,41,35,70,50,100,100,277,1,336,160,318,120,96,60,51,25,250,200
89016360,0,1584.0,4,72,3.0,0.0,384,74,0,0,0,0,47,263,0,0,42,29,77,50,100,61,278,198,289,160,278,120,92,60,53,25,250,200
89016360,1,108623.0,10,275,9.0,11.0,146,8,31,0,0,0,44,4,0,59,42,29,77,50,100,61,278,198,289,160,278,120,92,60,53,25,250,200
89016361,0,37999.0,10,296,0.0,11.0,204,79,18,0,0,0,5,17,0,85,38,22,70,50,100,100,278,25,361,160,312,120,88,60,41,22,250,200
89016361,1,32970.0,7,203,11.0,11.0,128,34,29,0,0,0,5,5,0,55,38,22,70,50,100,100,278,25,361,160,312,120,88,60,41,22,250,200
89016375,0,4102.0,2,60,,0.0,252,252,0,0,0,0,0,0,0,0,37,8,75,50,100,100,293,250,320,160,308,120,101,60,50,25,253,200
89016375,1,3717.0,2,60,,0.0,259,259,0,0,0,0,0,0,0,0,37,8,75,50,100,100,293,250,320,160,308,120,101,60,50,25,253,200
89016817,0,3375.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,31,74,50,100,100,293,250,311,160,297,120,101,60,50,25,252,200
89016817,1,6570.0,0,0,,0.0,110,110,0,0,0,0,0,0,0,0,42,31,74,50,100,100,293,250,311,160,297,120,101,60,50,25,252,200
89016818,0,46830.0,7,203,11.0,11.0,127,33,29,0,0,0,5,5,0,55,41,32,71,50,100,100,278,214,347,160,322,120,107,60,50,25,247,200
89016818,1,6501.0,0,0,,0.0,110,110,0,0,0,0,0,0,0,0,41,32,71,50,100,100,278,214,347,160,322,120,107,60,50,25,247,200
89016824,0,26561.0,12,243,0.0,0.0,123,41,23,0,0,0,1,7,0,51,41,35,71,50,106,100,281,91,347,160,338,120,95,60,43,25,248,200
89016824,1,27065.0,12,243,0.0,0.0,114,32,23,0,0,0,1,7,0,51,41,35,71,50,106,100,281,91,347,160,338,120,95,60,43,25,248,200
89017266,0,5831.0,0,0,,0.0,113,113,0,0,0,0,0,0,0,0,41,29,71,50,100,100,289,250,340,160,321,120,101,60,49,25,251,200
89017266,1,10263.0,5,62,0.0,0.0,400,152,235,0,0,0,0,0,0,13,41,29,71,50,100,100,289,250,340,160,321,120,101,60,49,25,251,200
89017267,0,35811.0,12,244,0.0,13.0,121,40,23,0,0,0,1,6,0,51,42,35,70,50,104,100,284,240,336,160,304,120,94,60,44,25,250,200
89017267,1,6101.0,0,0,,0.0,2,0,2,0,0,0,0,0,0,0,42,35,70,50,104,100,284,240,336,160,304,120,94,60,44,25,250,200
89017268,0,15706.0,10,233,0.0,0.0,370,137,111,0,0,0,0,0,0,122,38,23,74,50,100,100,281,1,320,160,294,120,92,60,28,21,253,200
89017268,1,15706.0,10,233,0.0,0.0,370,137,111,0,0,0,0,0,0,122,38,23,74,50,100,100,281,1,320,160,294,120,92,60,28,21,253,200
89017279,0,6062.0,5,63,29.0,0.0,156,110,0,0,0,0,0,46,0,0,37,14,75,50,100,100,293,250,324,160,311,120,84,60,51,25,253,200
89017279,1,6791.0,5,84,22.0,0.0,159,108,0,0,0,0,0,51,0,0,37,14,75,50,100,100,293,250,324,160,311,120,84,60,51,25,253,200
89017721,0,16548.0,8,192,0.0,0.0,298,180,118,0,0,0,0,0,0,0,40,28,73,50,100,100,277,1,354,160,304,120,103,60,50,25,246,200
89017721,1,20519.0,7,210,,0.0,144,90,20,0,0,0,0,0,0,34,40,28,73,50,100,100,277,1,354,160,304,120,103,60,50,25,246,200
89017722,0,2300.0,0,0,,0.0,30,30,0,0,0,0,0,0,0,0,39,23,73,50,100,100,293,250,340,160,327,120,111,60,52,25,246,200
89017722,1,8969.0,2,60,,0.0,259,259,0,0,0,0,0,0,0,0,39,23,73,50,100,100,293,250,340,160,327,120,111,60,52,25,246,200
89017723,0,43069.0,10,241,0.0,13.0,382,139,121,0,0,0,0,0,0,122,40,28,67,50,100,100,280,76,351,160,338,120,97,60,41,24,250,200
89017723,1,16255.0,7,177,12.0,0.0,82,35,6,0,0,0,3,7,0,31,40,28,67,50,100,100,280,76,351,160,338,120,97,60,41,24,250,200
89017724,0,3334.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,41,35,71,50,100,100,281,154,332,160,321,120,111,60,44,25,250,200
89017724,1,51705.0,10,242,0.0,13.0,379,138,118,0,0,0,0,0,0,123,41,35,71,50,100,100,281,154,332,160,321,120,111,60,44,25,250,200
89017725,0,7832.0,5,65,28.0,0.0,155,110,0,0,0,0,0,45,0,0,41,26,70,50,100,100,293,250,347,160,318,120,91,60,50,25,248,200
89017725,1,2300.0,0,0,,0.0,30,30,0,0,0,0,0,0,0,0,41,26,70,50,100,100,293,250,347,160,318,120,91,60,50,25,248,200
89017726,0,6381.0,0,0,,0.0,104,104,0,0,0,0,0,0,0,0,42,29,67,50,100,54,278,160,313,160,287,120,95,60,48,25,253,200
89017726,1,105582.0,10,278,9.0,11.0,169,10,37,0,0,0,34,7,0,81,42,29,67,50,100,54,278,160,313,160,287,120,95,60,48,25,253,200
89017727,0,20407.0,7,177,12.0,0.0,72,33,9,0,0,0,3,6,0,21,38,25,65,50,100,100,289,250,340,160,299,120,100,60,48,25,253,200
89017727,1,10089.0,2,60,,0.0,252,252,0,0,0,0,0,0,0,0,38,25,65,50,100,100,289,250,340,160,299,120,100,60,48,25,253,200
89018168,0,42702.0,10,296,0.0,11.0,213,82,17,0,0,0,5,16,0,93,41,26,74,50,100,100,278,220,336,160,311,120,84,60,45,22,251,200
89018168,1,12129.0,5,67,0.0,0.0,240,74,156,0,0,0,0,0,0,10,41,26,74,50,100,100,278,220,336,160,311,120,84,60,45,22,251,200
89018169,0,28857.0,7,210,,0.0,144,90,20,0,0,0,0,0,0,34,40,26,75,50,100,100,278,1,324,160,306,120,101,60,46,24,252,200
89018169,1,30058.0,7,203,11.0,11.0,129,34,29,0,0,0,5,5,0,56,40,26,75,50,100,100,278,1,324,160,306,120,101,60,46,24,252,200
89018170,0,36130.0,12,241,0.0,14.0,115,27,23,0,0,0,1,7,0,57,41,35,70,50,104,100,287,250,351,160,336,120,102,60,47,25,246,200
89018170,1,6483.0,0,0,,0.0,113,113,0,0,0,0,0,0,0,0,41,35,70,50,104,100,287,250,351,160,336,120,102,60,47,25,246,200
89018171,0,11324.0,5,67,0.0,0.0,209,66,131,0,0,0,0,0,0,12,41,35,70,50,100,100,281,1,332,160,308,120,88,60,41,23,251,200
89018171,1,33778.0,10,246,0.0,13.0,378,143,112,0,0,0,0,0,0,123,41,35,70,50,100,100,281,1,332,160,308,120,88,60,41,23,251,200
89018172,0,48674.0,7,203,,13.0,86,27,32,0,0,0,3,5,0,19,37,19,70,50,100,100,281,219,336,160,326,120,96,60,50,25,251,200
89018172,1,7871.0,2,60,,0.0,252,252,0,0,0,0,0,0,0,0,37,19,70,50,100,100,281,219,336,160,326,120,96,60,50,25,251,200
89018173,0,3298.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,69,50,100,100,278,13,340,160,305,120,92,60,45,25,250,200
89018173,1,64787.0,12,178,10.0,10.0,167,45,41,0,0,0,20,0,0,61,42,35,69,50,100,100,278,13,340,160,305,120,92,60,45,25,250,200
89018174,0,7166.0,5,65,28.0,0.0,155,110,0,0,0,0,0,45,0,0,40,21,71,50,100,100,283,249,324,160,314,120,91,60,43,22,250,200
89018174,1,44419.0,10,296,0.0,11.0,204,79,16,0,0,0,5,17,0,87,40,21,71,50,100,100,283,249,324,160,314,120,91,60,43,22,250,200
89018622,0,21143.0,12,247,0.0,0.0,127,40,20,0,0,0,1,9,0,57,41,35,71,50,100,59,278,13,313,160,296,120,108,60,51,25,250,200
89018622,1,108122.0,10,277,9.0,11.0,134,7,30,0,0,0,45,0,0,52,41,35,71,50,100,59,278,13,313,160,296,120,108,60,51,25,250,200
89018623,0,36903.0,7,203,,13.0,86,27,32,0,0,0,3,5,0,19,41,33,76,50,104,100,281,13,351,160,319,120,99,60,47,25,246,200
89018623,1,23174.0,12,240,0.0,0.0,119,30,23,0,0,0,1,6,0,59,41,33,76,50,104,100,281,13,351,160,319,120,99,60,47,25,246,200
89018624,0,3920.0,2,60,,0.0,9,0,0,0,0,0,0,9,0,0,42,35,65,50,100,100,278,214,340,160,322,120,96,60,46,24,250,200
89018624,1,45921.0,7,203,11.0,11.0,123,35,29,0,0,0,5,5,0,49,42,35,65,50,100,100,278,214,340,160,322,120,96,60,46,24,250,200
89018625,0,38444.0,7,203,,13.0,86,27,32,0,0,0,3,5,0,19,42,35,73,50,100,100,281,37,328,160,317,120,101,60,44,23,246,200
89018625,1,34510.0,10,254,14.0,13.0,164,55,17,0,0,0,5,15,0,72,42,35,73,50,100,100,281,37,328,160,317,120,101,60,44,23,246,200
