episode_id,agent_index,submission_id,team_id,final_bank,rating_after
89018625,0,55115388,16621402,38444,825.7638529352697
89018625,1,55115608,16621168,34510,681.7827751968686
89018626,0,55117263,16621515,42158,850.5017052931506
89018626,1,55116010,16621168,26238,687.0730813057982
89018627,0,55116804,16621355,66706,828.4191379421019
89018627,1,55116691,16621802,52842,681.4332730091031
89018628,0,55117347,16622198,34865,751.8301988874382
89018628,1,55116580,16621355,97709,841.3516390861062
89018631,0,55117766,16622487,36917,600
89018631,1,55117766,16622487,33367,600
89019077,0,55116223,16622032,21845,686.1039868539557
89019077,1,55116580,16621355,87552,925.3110374063289
89019078,0,55117263,16621515,31527,956.3666353971664
89019078,1,55117565,16621523,16031,810.0843447526568
89019079,0,55116804,16621355,102567,909.424008475857
89019079,1,55117347,16622198,33803,713.5047963942518
89019080,0,55117599,16622487,8090,506.1999003633007
89019080,1,55115974,16621153,34028,621.7496145068086
89019081,0,55116475,16621367,25181,459.75992610489044
89019081,1,55117766,16622487,47379,677.2854196225901
89019082,0,55117263,16621515,25866,902.8904491378706
89019082,1,55116580,16621355,93993,980.7465315871215
89019083,0,55116580,16621355,110474,892.1669858668088
89019083,1,55115318,16621290,3830,716.2078039245935
89019125,0,55117802,16622482,25786,600
89019125,1,55117802,16622482,23315,600
89019130,0,55117863,16621811,4682,600
89019130,1,55117863,16621811,4493,600
89019569,0,55117886,16621716,15082,600
89019569,1,55117886,16621716,12461,600
89019570,0,55117766,16622487,27918,594.2104573085962
89019570,1,55116223,16622032,34912,745.2904850773361
89019571,0,55117284,16622422,5826,457.7307612568295
89019571,1,55117802,16622482,43109,729.1940546647519
89019572,0,55115388,16621402,27895,921.4137696558872
89019572,1,55117565,16621523,18730,764.3933928385243
89019573,0,55117802,16622482,44445,677.2854196225901
89019573,1,55117088,16622312,3282,459.75992610489044
89019574,0,55115974,16621153,28924,708.492637815979
89019574,1,55115877,16621367,11512,616.3519772848143
89019575,0,55116715,16622097,3000,430.98036468694187
89019575,1,55117395,16621153,33861,601.3736119894594
89019576,0,55115733,16621519,33,415.77243788791645
89019576,1,55117284,16622422,6259,537.014890311707
89019579,0,55117932,16621219,6087,600
89019579,1,55117932,16621219,6087,600
89019618,0,55117940,16622842,29252,600
89019618,1,55117940,16622842,29041,600
89020019,0,55117529,16622319,31400,688.175552948064
89020019,1,55117886,16621716,10049,511.73329315814453
89020020,0,55117863,16621811,4384,504.0397448004626
89020020,1,55117766,16622487,41789,663.541741690262
89020021,0,55117099,16621515,45163,593.9836789791118
89020021,1,55117599,16622487,7792,446.99255510720445
89020022,0,55116223,16622032,28130,796.9536127417657
89020022,1,55117802,16622482,22569,657.2579477028146
89020023,0,55117395,16621153,32729,649.1991297308631
89020023,1,55117599,16622487,8022,413.108247003494
89020024,0,55117304,16622420,6829,604.2999714748344
89020024,1,55116676,16621770,3000,432.95052303196786
89020025,0,55116715,16622097,3000,373.6084639861834
89020025,1,55116523,16621294,42177,577.5824171115678
89020030,0,55118013,16622482,22306,600
89020030,1,55118013,16622482,23090,600
89020471,0,55117932,16621219,5666,516.2221403026078
89020471,1,55117802,16622482,43607,707.5921652747525
89020472,0,55117802,16622482,18081,588.6093808696492
89020472,1,55117940,16622842,36176,708.9935822984853
89020473,0,55117274,16621811,3389,410.8140277004878
89020473,1,55117886,16621716,12859,588.259147248878
89020474,0,55117863,16621811,4453,425.8119360923937
89020474,1,55117284,16622422,6259,591.9451637075006
89020475,0,55117099,16621515,35667,692.3391628249278
89020475,1,55117802,16622482,18152,636.5788734493767
89020476,0,55115974,16621153,27041,759.9704463666782
89020476,1,55116096,16621716,170,586.8095686465687
89020477,0,55117766,16622487,39064,712.4059732672197
89020477,1,55116523,16621294,34363,519.2275953614031
89020921,0,55118013,16622482,38211,696.323872954248
89020921,1,55116096,16621716,7140,543.5699080269821
89020922,0,55117940,16622842,32890,622.1056337376627
89020922,1,55117347,16622198,37675,757.8724396174404
89020923,0,55117932,16621219,6099,588.310075644495
89020923,1,55117088,16622312,4758,398.8880099213832
89020924,0,55115733,16621519,1972,371.57411689535104
89020924,1,55117886,16621716,14617,632.4574682414434
89020925,0,55116010,16621168,28819,633.3304127744918
89020925,1,55117347,16622198,41284,792.4861581210182
89020926,0,55115877,16621367,20405,573.1761402771849
89020926,1,55117099,16621515,42671,744.1769174429935
89020927,0,55116804,16621355,79631,960.1291021656673
89020927,1,55117263,16621515,25363,860.9273653400767
89020936,0,55118157,16622919,34673,600
89020936,1,55118157,16622919,34653,600
89020940,0,55118227,16621497,62136,600
89020940,1,55118227,16621497,41276,600
89020941,0,55118239,16621163,35350,600
89020941,1,55118239,16621163,35350,600
89021381,0,55117529,16622319,13309,628.1562666046405
89021381,1,55118013,16622482,36377,693.4638250813941
89021382,0,55118013,16622482,16696,598.7447557075413
89021382,1,55118157,16622919,62828,714.0442568259538
89021383,0,55117940,16622842,29097,566.7810648156167
89021383,1,55118157,16622919,55862,779.5627125822523
89021384,0,55117932,16621219,6087,513.9298928991077
89021384,1,55117284,16622422,6247,644.9541338149794
89021385,0,55115608,16621168,41804,751.1223380216727
89021385,1,55117766,16622487,35682,652.436757701874
89021386,0,55116691,16621802,59900,726.696645478243
89021386,1,55117940,16622842,15066,520.65533687898
89021387,0,55117263,16621515,35191,905.9503542973424
89021387,1,55115388,16621402,20673,860.6891810884326
89021388,0,55115818,16621163,31231,714.7295130226606
89021388,1,55117802,16622482,26395,553.9255490265464
89021832,0,55118227,16621497,129393,707.8597937971564
89021832,1,55117529,16622319,23379,585.6058727156804
89021833,0,55118157,16622919,65517,849.473618334188
89021833,1,55115608,16621168,29708,703.2493354177476
89021834,0,55118239,16621163,41648,690.7096754871485
89021834,1,55116892,16622097,3305,519.2033900786323
89021835,0,55116892,16622097,3331,486.57639559391964
89021835,1,55118013,16622482,54531,731.0300288501259
89021836,0,55115877,16621367,12518,535.2382431293538
89021836,1,55117395,16621153,27931,702.2661006062225
89021837,0,55117886,16621716,18911,566.5222047906992
89021837,1,55116010,16621168,30785,686.6463405335104
89021838,0,55117565,16621523,12629,715.5158810146428
89021838,1,55115974,16621153,13109,817.0788390080995
89021839,0,55117263,16621515,24384,878.7422478620414
89021839,1,55116580,16621355,90342,1016.9186639127881
89021840,0,55118332,16622319,43152,600
89021840,1,55118332,16622319,42902,600
89021883,0,55118379,16621497,92040,600
89021883,1,55118379,16621497,91498,600
89022285,0,55118332,16622319,3438,484.812541419771
89022285,1,55116096,16621716,6433,589.6122814927787
89022286,0,55118227,16621497,112129,802.6270572976522
89022286,1,55117099,16621515,36381,688.0291605194456
89022287,0,55118239,16621163,36712,628.7590882164278
89022287,1,55118227,16621497,125063,854.9388753290277
89022288,0,55116691,16621802,47987,820.1751037480918
89022288,1,55118013,16622482,11743,680.5613112649847
89022289,0,55116804,16621355,70983,1019.5056910243061
89022289,1,55118157,16622919,46000,807.2421368074477
89022290,0,55117099,16621515,19212,738.6133882828798
89022290,1,55117395,16621153,15903,643.4223533887254
89022291,0,55116010,16621168,22165,644.0697124769957
89022291,1,55116691,16621802,69027,777.7781008473298
89022292,0,55117263,16621515,26636,854.4593943976696
89022292,1,55116804,16621355,101665,995.7257558449041
89022293,0,55118395,16621585,27698,600
89022293,1,55118395,16621585,27698,600
89022294,0,55118396,16622487,36132,600
89022294,1,55118396,16622487,29363,600
89022296,0,55118412,16622965,29252,600
89022296,1,55118412,16622965,29041,600
89022336,0,55118445,16622509,36454,600
89022336,1,55118445,16622509,36341,600
89022737,0,55118449,16622509,36821,600
89022737,1,55118449,16622509,37706,600
89022738,0,55115818,16621163,27543,751.1239705160717
89022738,1,55118379,16621497,198,527.4823633674885
89022739,0,55116010,16621168,25940,582.6359593197813
89022739,1,55118395,16621585,41854,706.6847153410113
89022740,0,55118379,16621497,143235,620.3671993010213
89022740,1,55118396,16622487,21374,491.44212016533777
89022741,0,55118227,16621497,120718,912.3476055348171
89022741,1,55118157,16622919,56241,759.5307056570122
89022742,0,55118379,16621497,132377,693.8673097182026
89022742,1,55118239,16621163,35058,555.2589777992465
89022743,0,55117932,16621219,5322,467.3371627928018
89022743,1,55118412,16622965,45452,677.5737441936415
89022744,0,55118332,16622319,33964,565.1354626426149
89022744,1,55117334,16622420,6565,402.9617010974872
89022745,0,55116010,16621168,21900,619.0541475604726
89022745,1,55118157,16622919,61052,841.2432718680834
89023201,0,55118529,16622251,3000,600
89023201,1,55118529,16622251,3000,600
89023202,0,55116096,16621716,10731,554.3566489543061
89023202,1,55118445,16622509,45358,698.7397815789725
89023203,0,55117284,16622422,6039,606.3814172791368
89023203,1,55118395,16621585,48239,781.0711948354361
89023204,0,55118449,16622509,49334,690.4917937399019
89023204,1,55116096,16621716,9838,524.974327363022
89023205,0,55118412,16622965,38212,759.834910406183
89023205,1,55117766,16622487,23095,610.1091459038443
89023206,0,55115974,16621153,17838,785.5529912695715
89023206,1,55118227,16621497,115987,985.220469678367
89023207,0,55118396,16622487,50436,553.2114545422526
89023207,1,55116715,16622097,3000,329.56128385381635
89023208,0,55117304,16622420,5699,561.1330241817208
89023208,1,55118379,16621497,157449,743.4231955824895
89023209,0,55117395,16621153,32180,679.867962372602
89023209,1,55118332,16622319,3177,503.73898841673343
89023210,0,55116223,16622032,25874,762.0614478865352
89023210,1,55118227,16621497,129741,952.3988353209677
89023211,0,55118533,16621770,890,600
89023211,1,55118533,16621770,890,600
89023212,0,55118542,16622943,524,600
89023212,1,55118542,16622943,479,600
89023216,0,55118574,16621770,2883,600
89023216,1,55118574,16621770,2853,600
89023218,0,55118580,16622319,211,600
89023218,1,55118580,16622319,112,600
89023657,0,55117886,16621716,14393,621.0178361815559
89023657,1,55118529,16622251,3000,493.3874718922641
89023658,0,55118542,16622943,1873,471.89323930414207
89023658,1,55116608,16622251,3000,552.3170607076478
89023659,0,55118533,16621770,646,500.995179997657
89023659,1,55117284,16622422,6259,645.5503213848307
89023660,0,55116096,16621716,8709,561.743692654616
89023660,1,55118574,16621770,2883,476.89814162018126
89023661,0,55118157,16622919,68834,798.0194557779415
89023661,1,55118445,16622509,34430,624.1275132116624
89023662,0,55118449,16622509,60335,734.8034735184923
89023662,1,55118542,16622943,834,427.58155952555165
89023663,0,55117099,16621515,35020,783.8445795761132
89023663,1,55118395,16621585,21216,694.730914748058
89023664,0,55118412,16622965,46883,827.5549728812317
89023664,1,55115318,16621290,3973,674.7501514060185
89023665,0,55118396,16622487,36040,620.7037761174341
89023665,1,55116523,16621294,26653,463.12022422494164
89023667,0,55118615,16622937,27073,600
89023667,1,55118615,16622937,27073,600
89024110,0,55118449,16622509,42516,815.2758665771736
89024110,1,55115818,16621163,26828,701.8831462868802
89024111,0,55118412,16622965,26039,751.2508616673997
89024111,1,55118449,16622509,42289,827.9922266644821
89024112,0,55118533,16621770,983,423.44889365750373
89024112,1,55117802,16622482,44878,585.5102189398024
89024113,0,55117802,16622482,22890,554.2651684679619
89024113,1,55118615,16622937,29490,698.4628336337487
89024114,0,55118445,16622509,42815,750.258610750884
89024114,1,55116010,16621168,25187,558.9274605380135
89024115,0,55116096,16621716,8815,592.7811736552615
89024115,1,55118580,16622319,121,486.48586653554
89024116,0,55118445,16622509,58979,673.6766747447277
89024116,1,55118529,16622251,3000,434.7085773085562
89024117,0,55118445,16622509,56278,708.5261628626711
89024117,1,55118574,16621770,2883,428.64071110434463
89024118,0,55118395,16621585,15729,758.1387966660703
89024118,1,55117395,16621153,15500,639.5116911861794
89024119,0,55118662,16621716,16195,600
89024119,1,55118662,16621716,12107,600
89024122,0,55118706,16622940,21485,600
89024122,1,55118706,16622940,21885,600
89024561,0,55118615,16622937,46603,775.9024338804306
89024561,1,55117284,16622422,6039,613.30026902852
89024562,0,55115318,16621290,3883,627.7271954622399
89024562,1,55118662,16621716,15898,720.3714819781861
89024563,0,55117565,16621523,13591,686.0367086183523
89024563,1,55118449,16622509,38846,875.8595726350939
89024564,0,55118580,16622319,175,391.34628436143447
89024564,1,55118542,16622943,1034,509.14522640045413
89024565,0,55118227,16621497,111073,1015.7027392604896
89024565,1,55117263,16621515,34210,835.8076508041296
89024566,0,55118379,16621497,130940,836.0244514287632
89024566,1,55117565,16621523,14630,658.7978327963771
89024567,0,55118395,16621585,17168,701.9098085282576
89024567,1,55118379,16621497,137288,801.493065398869
89024568,0,55115608,16621168,35609,645.4598619402393
89024568,1,55118396,16622487,38117,701.364350361074
89024569,0,55118412,16660215,34761,808.9907095216684
89024569,1,55116223,16622032,20938,716.2100624408675
89024576,0,55118741,16622760,24339,600
89024576,1,55118741,16622760,24339,600
89025017,0,55118157,16622919,64247,831.0001018325219
89025017,1,55118662,16621716,7567,648.6980028930045
89025018,0,55118706,16622940,23930,492.55234166440636
89025018,1,55118239,16621163,39765,619.7947275870624
89025019,0,55118741,16622760,25279,515.1043480274574
89025019,1,55118395,16621585,27450,697.537265220394
89025020,0,55118395,16621585,27461,665.7589903686559
89025020,1,55118615,16622937,27531,838.1896016346021
89025021,0,55118379,16621497,129129,883.4137460747866
89025021,1,55118449,16622509,30067,811.3744255601441
89025022,0,55116804,16621355,93168,986.1580624850602
89025022,1,55118227,16621497,94576,1090.0844919177696
89025023,0,55118445,16622509,40630,796.1887505176443
89025023,1,55115818,16621163,26495,663.3160224739778
89025024,0,55118227,16621497,105524,1057.1944873434666
89025024,1,55116580,16621355,89461,976.6557902024806
89025025,0,55117099,16621515,36889,813.6639671324508
89025025,1,55118396,16622487,19101,657.8213719861456
89025028,0,55118784,16622943,3000,600
89025028,1,55118784,16622943,3000,600
89025471,0,55118784,16622943,3000,514.1225773204287
89025471,1,55115818,16621163,34548,693.0150810248607
89025472,0,55115608,16621168,40846,685.5649205001841
89025472,1,55118662,16621716,14281,570.5358650601598
89025473,0,55118396,16622487,19960,597.4482156623862
89025473,1,55118741,16622760,32983,638.069593743251
89025474,0,55118706,16622940,23727,399.4134264581767
89025474,1,55116523,16621294,39104,518.6696758774942
89025475,0,55118449,16622509,36893,853.2392579652204
89025475,1,55118615,16622937,28397,717.9964959656016
89025476,0,55115388,16621402,27361,849.9824721471571
89025476,1,55118615,16622937,26889,766.0312003593599
89025477,0,55116475,16621367,27946,541.1241986575683
89025477,1,55116892,16622097,3334,434.5399973957301
89025478,0,55118412,16622965,29487,854.5487222402111
89025478,1,55117099,16621515,29487,822.3232787822168
89025479,0,55117304,16622420,6664,609.1060297780866
89025479,1,55116608,16622251,3000,488.8735153640363
89025480,0,55118412,16660215,34148,864.7613640952568
89025480,1,55115388,16621402,21128,811.1108125512357
89025486,0,55118855,16622965,25612,600
89025486,1,55118855,16622965,26102,600
89025925,0,55117886,16621716,9924,574.254545267521
89025925,1,55118855,16622965,35220,704.8904921362056
89025926,0,55118741,16622760,48107,711.2165443907446
89025926,1,55117284,16622422,5985,580.5133980204834
89025927,0,55118784,16622943,3000,505.4091123118336
89025927,1,55116608,16622251,3000,493.9271525008113
89025928,0,55116523,16621294,34787,567.1392337772071
89025928,1,55118662,16621716,9736,459.27248730927585
89025929,0,55116475,16621367,21433,473.6412584696794
89025929,1,55117940,16622842,42950,579.5645660036212
89025930,0,55118412,16622965,27877,805.8473361363363
89025930,1,55118445,16622509,37681,851.1199213912823
89025931,0,55118379,16621497,136248,919.0833483277092
89025931,1,55118449,16622509,33758,812.9904148141277
89025932,0,55118662,16621716,15807,514.5830168954396
89025932,1,55118239,16621163,40846,667.5393821303069
89025933,0,55117334,16622420,6532,469.3997116385366
89025933,1,55118529,16622251,3000,354.8911953447557
89025934,0,55116691,16621802,49336,863.6339470276616
89025934,1,55118412,16622965,15226,770.6634127762508
89026383,0,55118855,16622965,38159,833.1162684754526
89026383,1,55116523,16621294,31149,547.5805941424269
89026384,0,55117088,16622312,1844,481.485807223767
89026384,1,55118542,16622943,656,426.04456829174103
89026385,0,55118784,16622943,3000,501.4540551357343
89026385,1,55116608,16622251,3000,496.2243437690758
89026386,0,55117766,16622487,22630,578.3536760816787
89026386,1,55118741,16622760,31586,760.0369019639004
89026387,0,55117863,16621811,4801,355.91625778933087
89026387,1,55118662,16621716,22590,500.500174889683
89026388,0,55118574,16621770,2853,370.30528749604383
89026388,1,55118784,16622943,3000,570.0625795844549
89026389,0,55116608,16622251,3000,538.4457556153711
89026389,1,55118533,16621770,621,361.7306081261775
89026390,0,55118013,16622482,27433,629.9260534788905
89026390,1,55115608,16621168,33549,723.3856410221259
89026391,0,55118332,16622319,27281,575.5948311811887
89026391,1,55115877,16621367,24641,489.19589941975494
89026392,0,55118615,16622937,19830,673.2920607208606
89026392,1,55118855,16622965,32373,796.1126560112914
89026836,0,55118239,16621163,39925,738.4725660228578
89026836,1,55118855,16622965,39047,733.6992018089765
89026837,0,55118784,16622943,3000,489.11519423269755
89026837,1,55116010,16621168,32691,591.0890047586029
89026838,0,55118741,16622760,18407,799.4613074312945
89026838,1,55117395,16621153,14681,613.1125039727509
89026839,0,55118741,16622760,16944,847.5474087873504
89026839,1,55115974,16621153,15054,743.6865690553964
89026840,0,55116580,16621355,93324,1026.7408909391252
89026840,1,55118227,16621497,87044,1044.143373967949
89026841,0,55117274,16621811,3377,489.16602665203266
89026841,1,55118542,16622943,1696,371.92015506308434
89026842,0,55118157,16622919,40810,792.7733352972203
89026842,1,55116691,16621802,63435,899.3390325737622
89026843,0,55118239,16621163,40566,675.0091303015389
89026843,1,55118396,16622487,46447,659.3806087774211
89026844,0,55118379,16621497,133681,947.5899136756307
89026844,1,55118445,16622509,37476,817.8855872143542
89026845,0,55116580,16621355,71722,986.0736555308985
89026845,1,55118379,16621497,91389,989.1663743047322
89026857,0,55119028,16622319,28958,600
89026857,1,55119028,16622319,28123,600
89027297,0,55118615,16622937,20048,638.1951152589065
89027297,1,55118855,16622965,32065,781.5578412750198
89027298,0,55117099,16621515,29686,860.974873659247
89027298,1,55118741,16622760,23474,799.4993132187525
89027299,0,55117088,16622312,4085,535.7146560756607
89027299,1,55117274,16621811,3363,423.4654577271243
89027300,0,55118784,16622943,3000,519.6260255572276
89027300,1,55117395,16621153,33938,644.1939174094085
89027301,0,55117334,16622420,6385,406.9749494824743
89027301,1,55118706,16622940,25094,488.88348739396463
89027302,0,55115641,16621519,2300,462.7008467281581
89027302,1,55118580,16622319,242,319.67907301287386
89027303,0,55118332,16622319,2187,510.1650589371159
89027303,1,55118784,16622943,3000,568.6580208765831
89027304,0,55117347,16622198,28005,827.8303411280727
89027304,1,55115974,16621153,17096,709.5769081834509
89027305,0,55115388,16621402,28532,810.8697865534633
89027305,1,55118449,16622509,35347,857.0579272603594
89027306,0,55116804,16621355,69892,951.9692853365995
89027306,1,55118379,16621497,92397,1018.343199519152
89027753,0,55118855,16660215,31190,837.275118880228
89027753,1,55115388,16621402,20352,777.5989140097951
89027754,0,55117932,16621219,5673,414.660503658487
89027754,1,55118706,16622940,25271,549.2268844702879
89027755,0,55119028,16622319,32108,718.2827420676524
89027755,1,55118396,16622487,22324,622.2589261117465
89027756,0,55116691,16621802,49097,928.3770285467805
89027756,1,55118855,16622965,14413,801.489442441209
89027757,0,55117565,16621523,16636,614.3551305886072
89027757,1,55117940,16622842,29407,643.935662845186
89027758,0,55115827,16621290,4548,491.96169725482616
89027758,1,55118784,16622943,3000,459.54329023252654
89027759,0,55115608,16621168,38189,698.103577908227
89027759,1,55117347,16622198,38882,854.1166719723773
89027760,0,55118741,16622760,30094,762.565641261745
89027760,1,55118445,16622509,34621,852.6048235052976
89027761,0,55118227,16621497,104993,1066.2939577192865
89027761,1,55116804,16621355,84814,929.3189252081228
89027762,0,55118445,16622509,32203,872.8291510303153
89027762,1,55115974,16621153,16174,687.4696578200292
89027765,0,55119099,16622943,3000,600
89027765,1,55119099,16622943,3000,600
89028207,0,55115318,16621290,4104,578.8116771831351
89028207,1,55118706,16622940,25522,619.4331600175595
89028208,0,55115388,16621402,20431,750.8858097565292
89028208,1,55118855,16660215,32253,838.1481693303215
89028209,0,55117802,16622482,43405,582.0268918723038
89028209,1,55115827,16621290,5505,443.1047529138315
89028210,0,55115974,16621153,15299,664.2284866245918
89028210,1,55118157,16622919,46865,819.6627224781002
89028211,0,55116223,16622032,35799,755.8324393401166
89028211,1,55115608,16621168,31106,667.4682655595524
89028212,0,55119028,16622319,28733,603.2362274836017
